,AddressInfo,OperatorInfo,latitude,longitude
556,"{'ID': 4379, 'Title': 'NCP Hilton Hotel', 'AddressLine1': '22 Park Lane', 'AddressLine2': 'Westminster', 'Town': 'London', 'StateOrProvince': None, 'Postcode': 'W1K 1BE', 'CountryID': 1, 'Country': {'ID': 1, 'Title': 'United Kingdom', 'ISOCode': 'GB', 'ContinentCode': 'EU'}, 'Latitude': 51.505596, 'Longitude': -0.150176, 'ContactTelephone1': '', 'ContactTelephone2': None, 'ContactEmail': None, 'AccessComments': None, 'RelatedURL': None, 'Distance': None, 'DistanceUnit': 0, 'GeneralComments': None}","{'ID': 1, 'Title': '(Unknown Operator)', 'WebsiteURL': None, 'Comments': None, 'PhonePrimaryContact': None, 'PhoneSecondaryContact': None, 'IsPrivateIndividual': None, 'AddressInfo': None, 'BookingURL': None, 'ContactEmail': None, 'FaultReportEmail': None, 'IsRestrictedEdit': None}",51.505596,-0.150176
557,"{'ID': 4381, 'Title': 'Masterpark Trafalgar Square Car Park', 'AddressLine1': 'Spring Garden', 'AddressLine2': 'Westminster', 'Town': 'London', 'StateOrProvince': None, 'Postcode': 'SW1A 2BN', 'CountryID': 1, 'Country': {'ID': 1, 'Title': 'United Kingdom', 'ISOCode': 'GB', 'ContinentCode': 'EU'}, 'Latitude': 51.507291, 'Longitude': -0.12889599999999998, 'ContactTelephone1': '020 7402 5916', 'ContactTelephone2': None, 'ContactEmail': None, 'AccessComments': None, 'RelatedURL': None, 'Distance': None, 'DistanceUnit': 0, 'GeneralComments': None}","{'ID': 1, 'Title': '(Unknown Operator)', 'WebsiteURL': None, 'Comments': None, 'PhonePrimaryContact': None, 'PhoneSecondaryContact': None, 'IsPrivateIndividual': None, 'AddressInfo': None, 'BookingURL': None, 'ContactEmail': None, 'FaultReportEmail': None, 'IsRestrictedEdit': None}",51.507291,-0.12889599999999998
558,"{'ID': 4384, 'Title': 'Q-Park Leicester Square Car Park', 'AddressLine1': 'Whitcomb Street', 'AddressLine2': 'Westminster', 'Town': 'London', 'StateOrProvince': None, 'Postcode': 'WC2H 7DT', 'CountryID': 1, 'Country': {'ID': 1, 'Title': 'United Kingdom', 'ISOCode': 'GB', 'ContinentCode': 'EU'}, 'Latitude': 51.509162, 'Longitude': -0.13065000000000002, 'ContactTelephone1': None, 'ContactTelephone2': None, 'ContactEmail': None, 'AccessComments': None, 'RelatedURL': None, 'Distance': None, 'DistanceUnit': 0, 'GeneralComments': None}","{'ID': 32, 'Title': 'BP Pulse', 'WebsiteURL': 'https://www.bppulse.co.uk/', 'Comments': 'Formerly known as Polar Network, or BP Chargemaster', 'PhonePrimaryContact': '01582 400331', 'PhoneSecondaryContact': None, 'IsPrivateIndividual': False, 'AddressInfo': None, 'BookingURL': None, 'ContactEmail': 'polarenquiries@chargemasterplc.com', 'FaultReportEmail': 'polarenquiries@chargemasterplc.com', 'IsRestrictedEdit': False}",51.509162,-0.13065000000000002
559,"{'ID': 4385, 'Title': 'Albemarle Street', 'AddressLine1': 'Albemarle Street', 'AddressLine2': 'Westminster', 'Town': 'London', 'StateOrProvince': None, 'Postcode': 'W1S 4BS', 'CountryID': 1, 'Country': {'ID': 1, 'Title': 'United Kingdom', 'ISOCode': 'GB', 'ContinentCode': 'EU'}, 'Latitude': 51.5096839873231, 'Longitude': -0.142478942871094, 'ContactTelephone1': '012 7370 4775', 'ContactTelephone2': None, 'ContactEmail': None, 'AccessComments': None, 'RelatedURL': None, 'Distance': None, 'DistanceUnit': 0, 'GeneralComments': None}","{'ID': 32, 'Title': 'BP Pulse', 'WebsiteURL': 'https://www.bppulse.co.uk/', 'Comments': 'Formerly known as Polar Network, or BP Chargemaster', 'PhonePrimaryContact': '01582 400331', 'PhoneSecondaryContact': None, 'IsPrivateIndividual': False, 'AddressInfo': None, 'BookingURL': None, 'ContactEmail': 'polarenquiries@chargemasterplc.com', 'FaultReportEmail': 'polarenquiries@chargemasterplc.com', 'IsRestrictedEdit': False}",51.5096839873231,-0.142478942871094
560,"{'ID': 4386, 'Title': 'Berkeley Square - Chargepost 1', 'AddressLine1': 'Berkeley Square', 'AddressLine2': 'Westminster', 'Town': 'London', 'StateOrProvince': None, 'Postcode': 'W1J 6EG', 'CountryID': 1, 'Country': {'ID': 1, 'Title': 'United Kingdom', 'ISOCode': 'GB', 'ContinentCode': 'EU'}, 'Latitude': 51.509658, 'Longitude': -0.145058, 'ContactTelephone1': '012 7370 4775', 'ContactTelephone2': None, 'ContactEmail': None, 'AccessComments': None, 'RelatedURL': None, 'Distance': None, 'DistanceUnit': 0, 'GeneralComments': None}","{'ID': 16, 'Title': 'Elektromotive (UK)', 'WebsiteURL': 'http://www.elektromotive.com', 'Comments': None, 'PhonePrimaryContact': '+ 44 (0)1273 704775', 'PhoneSecondaryContact': None, 'IsPrivateIndividual': False, 'AddressInfo': None, 'BookingURL': 'http://www.elektromotive.com/html/application_forms.php', 'ContactEmail': 'info@elektromotive.com', 'FaultReportEmail': 'info@elektromotive.com', 'IsRestrictedEdit': None}",51.509658,-0.145058
561,"{'ID': 4388, 'Title': 'NCP Grosvenor Hill', 'AddressLine1': '21 Grosvenor Hill', 'AddressLine2': 'Westminster', 'Town': 'London', 'StateOrProvince': None, 'Postcode': 'W1K 3QQ', 'CountryID': 1, 'Country': {'ID': 1, 'Title': 'United Kingdom', 'ISOCode': 'GB', 'ContinentCode': 'EU'}, 'Latitude': 51.510944, 'Longitude': -0.146848, 'ContactTelephone1': None, 'ContactTelephone2': None, 'ContactEmail': None, 'AccessComments': None, 'RelatedURL': None, 'Distance': None, 'DistanceUnit': 0, 'GeneralComments': None}","{'ID': 1, 'Title': '(Unknown Operator)', 'WebsiteURL': None, 'Comments': None, 'PhonePrimaryContact': None, 'PhoneSecondaryContact': None, 'IsPrivateIndividual': None, 'AddressInfo': None, 'BookingURL': None, 'ContactEmail': None, 'FaultReportEmail': None, 'IsRestrictedEdit': None}",51.510944,-0.146848
562,"{'ID': 4388, 'Title': 'NCP Grosvenor Hill', 'AddressLine1': '21 Grosvenor Hill', 'AddressLine2': 'Westminster', 'Town': 'London', 'StateOrProvince': None, 'Postcode': 'W1K 3QQ', 'CountryID': 1, 'Country': {'ID': 1, 'Title': 'United Kingdom', 'ISOCode': 'GB', 'ContinentCode': 'EU'}, 'Latitude': 51.510944, 'Longitude': -0.146848, 'ContactTelephone1': None, 'ContactTelephone2': None, 'ContactEmail': None, 'AccessComments': None, 'RelatedURL': None, 'Distance': None, 'DistanceUnit': 0, 'GeneralComments': None}","{'ID': 32, 'Title': 'BP Pulse', 'WebsiteURL': 'https://www.bppulse.co.uk/', 'Comments': 'Formerly known as Polar Network, or BP Chargemaster', 'PhonePrimaryContact': '01582 400331', 'PhoneSecondaryContact': None, 'IsPrivateIndividual': False, 'AddressInfo': None, 'BookingURL': None, 'ContactEmail': 'polarenquiries@chargemasterplc.com', 'FaultReportEmail': 'polarenquiries@chargemasterplc.com', 'IsRestrictedEdit': False}",51.510944,-0.146848
563,"{'ID': 4392, 'Title': 'NCP Brewer Street - Chargepost 1', 'AddressLine1': '2 Lexington Street', 'AddressLine2': 'Westminster', 'Town': 'London', 'StateOrProvince': None, 'Postcode': 'W1F 0LA', 'CountryID': 1, 'Country': {'ID': 1, 'Title': 'United Kingdom', 'ISOCode': 'GB', 'ContinentCode': 'EU'}, 'Latitude': 51.511865, 'Longitude': -0.134884, 'ContactTelephone1': '', 'ContactTelephone2': None, 'ContactEmail': None, 'AccessComments': None, 'RelatedURL': None, 'Distance': None, 'DistanceUnit': 0, 'GeneralComments': None}","{'ID': 1, 'Title': '(Unknown Operator)', 'WebsiteURL': None, 'Comments': None, 'PhonePrimaryContact': None, 'PhoneSecondaryContact': None, 'IsPrivateIndividual': None, 'AddressInfo': None, 'BookingURL': None, 'ContactEmail': None, 'FaultReportEmail': None, 'IsRestrictedEdit': None}",51.511865,-0.134884
564,"{'ID': 4394, 'Title': 'Masterpark Chinatown Car Park', 'AddressLine1': 'Newport Place', 'AddressLine2': 'Westminster', 'Town': 'London', 'StateOrProvince': None, 'Postcode': 'WC2H 7PU', 'CountryID': 1, 'Country': {'ID': 1, 'Title': 'United Kingdom', 'ISOCode': 'GB', 'ContinentCode': 'EU'}, 'Latitude': 51.512046, 'Longitude': -0.129753, 'ContactTelephone1': '020 7402 5916', 'ContactTelephone2': None, 'ContactEmail': None, 'AccessComments': None, 'RelatedURL': None, 'Distance': None, 'DistanceUnit': 0, 'GeneralComments': None}","{'ID': 1, 'Title': '(Unknown Operator)', 'WebsiteURL': None, 'Comments': None, 'PhonePrimaryContact': None, 'PhoneSecondaryContact': None, 'IsPrivateIndividual': None, 'AddressInfo': None, 'BookingURL': None, 'ContactEmail': None, 'FaultReportEmail': None, 'IsRestrictedEdit': None}",51.512046,-0.129753
565,"{'ID': 4395, 'Title': 'Marble Arch Car Park', 'AddressLine1': 'Cumberland Gate', 'AddressLine2': 'Westminster', 'Town': 'London', 'StateOrProvince': None, 'Postcode': 'W1K 7AN', 'CountryID': 1, 'Country': {'ID': 1, 'Title': 'United Kingdom', 'ISOCode': 'GB', 'ContinentCode': 'EU'}, 'Latitude': 51.512517, 'Longitude': -0.159597, 'ContactTelephone1': None, 'ContactTelephone2': None, 'ContactEmail': None, 'AccessComments': None, 'RelatedURL': None, 'Distance': None, 'DistanceUnit': 0, 'GeneralComments': None}","{'ID': 1, 'Title': '(Unknown Operator)', 'WebsiteURL': None, 'Comments': None, 'PhonePrimaryContact': None, 'PhoneSecondaryContact': None, 'IsPrivateIndividual': None, 'AddressInfo': None, 'BookingURL': None, 'ContactEmail': None, 'FaultReportEmail': None, 'IsRestrictedEdit': None}",51.512517,-0.159597
566,"{'ID': 4396, 'Title': 'Broadwick Road Carpark', 'AddressLine1': 'Dufours Place', 'AddressLine2': 'Westminster', 'Town': 'London', 'StateOrProvince': None, 'Postcode': 'W1F 7SJ', 'CountryID': 1, 'Country': {'ID': 1, 'Title': 'United Kingdom', 'ISOCode': 'GB', 'ContinentCode': 'EU'}, 'Latitude': 51.513645, 'Longitude': -0.13716799999999998, 'ContactTelephone1': None, 'ContactTelephone2': None, 'ContactEmail': None, 'AccessComments': None, 'RelatedURL': None, 'Distance': None, 'DistanceUnit': 0, 'GeneralComments': None}","{'ID': 1, 'Title': '(Unknown Operator)', 'WebsiteURL': None, 'Comments': None, 'PhonePrimaryContact': None, 'PhoneSecondaryContact': None, 'IsPrivateIndividual': None, 'AddressInfo': None, 'BookingURL': None, 'ContactEmail': None, 'FaultReportEmail': None, 'IsRestrictedEdit': None}",51.513645,-0.13716799999999998
567,"{'ID': 4400, 'Title': 'Lincolns Inn', 'AddressLine1': 'Lincolns Inn Fields', 'AddressLine2': 'Camden', 'Town': 'London', 'StateOrProvince': None, 'Postcode': 'WC2A 3TL', 'CountryID': 1, 'Country': {'ID': 1, 'Title': 'United Kingdom', 'ISOCode': 'GB', 'ContinentCode': 'EU'}, 'Latitude': 51.51643, 'Longitude': -0.114483, 'ContactTelephone1': '020 7974 5896', 'ContactTelephone2': None, 'ContactEmail': None, 'AccessComments': None, 'RelatedURL': None, 'Distance': None, 'DistanceUnit': 0, 'GeneralComments': None}","{'ID': 1, 'Title': '(Unknown Operator)', 'WebsiteURL': None, 'Comments': None, 'PhonePrimaryContact': None, 'PhoneSecondaryContact': None, 'IsPrivateIndividual': None, 'AddressInfo': None, 'BookingURL': None, 'ContactEmail': None, 'FaultReportEmail': None, 'IsRestrictedEdit': None}",51.51643,-0.114483
568,"{'ID': 4401, 'Title': 'NCP Water Gardens ', 'AddressLine1': 'Burwood Place', 'AddressLine2': 'Westminster', 'Town': 'London', 'StateOrProvince': None, 'Postcode': 'W2 2HN', 'CountryID': 1, 'Country': {'ID': 1, 'Title': 'United Kingdom', 'ISOCode': 'GB', 'ContinentCode': 'EU'}, 'Latitude': 51.516658, 'Longitude': -0.16569799999999998, 'ContactTelephone1': None, 'ContactTelephone2': None, 'ContactEmail': None, 'AccessComments': None, 'RelatedURL': None, 'Distance': None, 'DistanceUnit': 0, 'GeneralComments': None}","{'ID': 1, 'Title': '(Unknown Operator)', 'WebsiteURL': None, 'Comments': None, 'PhonePrimaryContact': None, 'PhoneSecondaryContact': None, 'IsPrivateIndividual': None, 'AddressInfo': None, 'BookingURL': None, 'ContactEmail': None, 'FaultReportEmail': None, 'IsRestrictedEdit': None}",51.516658,-0.16569799999999998
569,"{'ID': 4403, 'Title': 'Hinde Street ', 'AddressLine1': '(Off) Manchester Square', 'AddressLine2': 'Westminster', 'Town': 'London', 'StateOrProvince': None, 'Postcode': 'W1U 3BJ', 'CountryID': 1, 'Country': {'ID': 1, 'Title': 'United Kingdom', 'ISOCode': 'GB', 'ContinentCode': 'EU'}, 'Latitude': 51.516808, 'Longitude': -0.15198499999999998, 'ContactTelephone1': '012 7370 4775', 'ContactTelephone2': None, 'ContactEmail': None, 'AccessComments': None, 'RelatedURL': None, 'Distance': None, 'DistanceUnit': 0, 'GeneralComments': None}","{'ID': 25, 'Title': 'Source London', 'WebsiteURL': 'http://www.sourcelondon.net/', 'Comments': 'Monthly post-payment membership system, with per-minute billing and optional lower tariffs in return for monthly subscription payment.', 'PhonePrimaryContact': None, 'PhoneSecondaryContact': None, 'IsPrivateIndividual': False, 'AddressInfo': None, 'BookingURL': 'https://www.sourcelondon.net/membership', 'ContactEmail': 'membership@sourcelondon.net', 'FaultReportEmail': 'membership@sourcelondon.net', 'IsRestrictedEdit': False}",51.516808,-0.15198499999999998
570,"{'ID': 4405, 'Title': 'Manchester Square', 'AddressLine1': 'Manchester Square', 'AddressLine2': 'Westminster', 'Town': 'London', 'StateOrProvince': None, 'Postcode': 'W1U 3PB', 'CountryID': 1, 'Country': {'ID': 1, 'Title': 'United Kingdom', 'ISOCode': 'GB', 'ContinentCode': 'EU'}, 'Latitude': 51.517068, 'Longitude': -0.15282099999999998, 'ContactTelephone1': '020 7402 5916', 'ContactTelephone2': None, 'ContactEmail': None, 'AccessComments': None, 'RelatedURL': None, 'Distance': None, 'DistanceUnit': 0, 'GeneralComments': None}","{'ID': 1, 'Title': '(Unknown Operator)', 'WebsiteURL': None, 'Comments': None, 'PhonePrimaryContact': None, 'PhoneSecondaryContact': None, 'IsPrivateIndividual': None, 'AddressInfo': None, 'BookingURL': None, 'ContactEmail': None, 'FaultReportEmail': None, 'IsRestrictedEdit': None}",51.517068,-0.15282099999999998
571,"{'ID': 4407, 'Title': 'West Smithfield Car Park', 'AddressLine1': 'West Smithfield', 'AddressLine2': 'City of London', 'Town': 'London', 'StateOrProvince': None, 'Postcode': 'EC1A 9DY', 'CountryID': 1, 'Country': {'ID': 1, 'Title': 'United Kingdom', 'ISOCode': 'GB', 'ContinentCode': 'EU'}, 'Latitude': 51.517784, 'Longitude': -0.101669, 'ContactTelephone1': '020 7332 1548', 'ContactTelephone2': None, 'ContactEmail': None, 'AccessComments': None, 'RelatedURL': None, 'Distance': None, 'DistanceUnit': 0, 'GeneralComments': None}","{'ID': 1, 'Title': '(Unknown Operator)', 'WebsiteURL': None, 'Comments': None, 'PhonePrimaryContact': None, 'PhoneSecondaryContact': None, 'IsPrivateIndividual': None, 'AddressInfo': None, 'BookingURL': None, 'ContactEmail': None, 'FaultReportEmail': None, 'IsRestrictedEdit': None}",51.517784,-0.101669
572,"{'ID': 4410, 'Title': 'Baynard House Car Park', 'AddressLine1': 'Queen Victoria Street', 'AddressLine2': 'City of London', 'Town': 'London', 'StateOrProvince': None, 'Postcode': 'EC4V 4BY', 'CountryID': 1, 'Country': {'ID': 1, 'Title': 'United Kingdom', 'ISOCode': 'GB', 'ContinentCode': 'EU'}, 'Latitude': 51.518005, 'Longitude': -0.103962, 'ContactTelephone1': '020 7332 1548', 'ContactTelephone2': None, 'ContactEmail': None, 'AccessComments': None, 'RelatedURL': None, 'Distance': None, 'DistanceUnit': 0, 'GeneralComments': None}","{'ID': 1, 'Title': '(Unknown Operator)', 'WebsiteURL': None, 'Comments': None, 'PhonePrimaryContact': None, 'PhoneSecondaryContact': None, 'IsPrivateIndividual': None, 'AddressInfo': None, 'BookingURL': None, 'ContactEmail': None, 'FaultReportEmail': None, 'IsRestrictedEdit': None}",51.518005,-0.103962
573,"{'ID': 4412, 'Title': 'Bloomsbury Square Car Park', 'AddressLine1': 'Bloomsbury Square', 'AddressLine2': 'Camden', 'Town': 'London', 'StateOrProvince': None, 'Postcode': 'WC1A 2RJ', 'CountryID': 1, 'Country': {'ID': 1, 'Title': 'United Kingdom', 'ISOCode': 'GB', 'ContinentCode': 'EU'}, 'Latitude': 51.5190133, 'Longitude': -0.122246000000018, 'ContactTelephone1': '020 7405 7412', 'ContactTelephone2': None, 'ContactEmail': None, 'AccessComments': None, 'RelatedURL': None, 'Distance': None, 'DistanceUnit': 0, 'GeneralComments': None}","{'ID': 1, 'Title': '(Unknown Operator)', 'WebsiteURL': None, 'Comments': None, 'PhonePrimaryContact': None, 'PhoneSecondaryContact': None, 'IsPrivateIndividual': None, 'AddressInfo': None, 'BookingURL': None, 'ContactEmail': None, 'FaultReportEmail': None, 'IsRestrictedEdit': None}",51.5190133,-0.122246000000018
